Dataset,LineId,Time,Level,Content,EventId,EventTemplate
OpenStack,894,00:06:43.564,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/63a0d960-70b6-44c6-b606-491478a5cadf HTTP/1.1"" status: 200 len: 1708 time: 0.1946359",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,1705,00:12:35.663,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2428820",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,329,00:02:25.120,INFO,Base or swap file too young to remove: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E29,Base or swap file too young to remove: <*>
OpenStack,259,00:01:55.266,INFO,[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] VM Stopped (Lifecycle Event),E23,[instance: <*>] VM Stopped (Lifecycle Event)
OpenStack,1212,00:09:08.034,INFO,"10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 200 len: 380 time: 0.0879810",E26,"<*> ""POST <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,667,00:05:00.183,INFO,[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] Took 20.89 seconds to build instance.,E12,[instance: <*>] Took <*>.<*> seconds to build instance.
OpenStack,1006,00:07:28.493,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2747049",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,1391,00:10:22.134,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2729750",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,1033,00:07:45.226,INFO,Creating event network-vif-plugged:f53e6f35-05f7-4896-9abf-6df58d3e69b8 for instance d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c,E31,Creating event network-vif-plugged:<*>-<*>-<*>-<*>-<*> for instance <*>
OpenStack,1684,00:12:30.595,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2660620",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,76,00:00:32.974,INFO,[instance: b9000564-fe1a-409b-b8cc-1e88b294cd1d] VM Stopped (Lifecycle Event),E23,[instance: <*>] VM Stopped (Lifecycle Event)
OpenStack,680,00:05:07.244,INFO,"10.11.21.129,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" status: 200 len: 967 time: 0.0012221",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,1233,00:09:15.370,INFO,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,E34,image <*> at (<*>): checking
OpenStack,1747,00:12:58.515,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2608390",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,642,00:04:52.893,INFO,[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] During sync_power_state the instance has a pending task (spawning). Skip.,E7,[instance: <*>] During sync_power_state the instance has a pending task (spawning). Skip.
OpenStack,1162,00:08:47.085,INFO,"10.11.10.1 ""POST /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1"" status: 202 len: 733 time: 0.6913249",E26,"<*> ""POST <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,1881,00:13:57.894,INFO,[instance: c62f4f25-982c-4ea2-b5e4-93000edfcfbf] Took 20.79 seconds to build instance.,E12,[instance: <*>] Took <*>.<*> seconds to build instance.
OpenStack,1289,00:09:38.551,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2567759",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,1182,00:08:53.665,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2769511",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,1329,00:09:55.140,INFO,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,E34,image <*> at (<*>): checking
OpenStack,698,00:05:11.328,INFO,HTTP exception thrown: No instances found for any event,E33,HTTP exception thrown: No instances found for any event
OpenStack,1814,00:13:25.533,INFO,Final resource view: name=cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us phys_ram=64172MB used_ram=512MB phys_disk=15GB used_disk=0GB total_vcpus=16 used_vcpus=0 pci_stats=[],E32,Final resource view: name=<*> phys_ram=<*> used_ram=<*> phys_disk=<*> used_disk=<*> total_vcpus=<*> used_vcpus=<*> pci_stats=[]
OpenStack,1939,00:14:25.456,INFO,"Total usable vcpus: 16, total allocated vcpus: 1",E41,"Total usable vcpus: <*>, total allocated vcpus: <*>"
OpenStack,80,00:00:35.832,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2796621",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,1226,00:09:14.605,INFO,"10.11.21.135,10.11.10.1 ""GET /openstack/2013-10-17 HTTP/1.1"" status: 200 len: 157 time: 0.2177148",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,1789,00:13:17.185,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2617211",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,1565,00:11:42.371,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2707500",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,462,00:03:30.161,INFO,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,E34,image <*> at (<*>): checking
OpenStack,1525,00:11:20.732,INFO,Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E27,Active base files: <*>
OpenStack,1035,00:07:45.243,INFO,[instance: d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c] VM Resumed (Lifecycle Event),E21,[instance: <*>] VM Resumed (Lifecycle Event)
OpenStack,1379,00:10:15.976,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2661891",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,151,00:01:03.114,INFO,HTTP exception thrown: No instances found for any event,E33,HTTP exception thrown: No instances found for any event
OpenStack,188,00:01:25.388,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2491391",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,364,00:02:47.792,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2598870",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,1149,00:08:34.742,INFO,[instance: 17288ea8-cbf4-4f0e-94fe-853fd2735f29] Deletion of /var/lib/nova/instances/17288ea8-cbf4-4f0e-94fe-853fd2735f29_del complete,E5,[instance: <*>] Deletion of <*> complete
OpenStack,1912,00:14:10.139,INFO,Base or swap file too young to remove: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E29,Base or swap file too young to remove: <*>
OpenStack,381,00:02:55.542,INFO,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",E35,"image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage"
OpenStack,716,00:05:21.281,INFO,[instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] Claim successful,E2,[instance: <*>] Claim successful
OpenStack,345,00:02:35.170,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1575 time: 0.1929309",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,1758,00:13:06.424,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2524278",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,1935,00:14:23.879,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2421730",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,337,00:02:35.071,INFO,"[instance: 95960536-049b-41f6-9049-05fc479b6a7c] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",E1,"[instance: <*>] Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU"
OpenStack,534,00:04:03.712,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2697911",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,212,00:01:33.365,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2870619",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,1971,00:14:39.067,INFO,[instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] Took 19.47 seconds to spawn the instance on the hypervisor.,E15,[instance: <*>] Took <*>.<*> seconds to spawn the instance on the hypervisor.
OpenStack,996,00:07:25.206,INFO,"[instance: d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c] disk limit not specified, defaulting to unlimited",E6,"[instance: <*>] disk limit not specified, defaulting to unlimited"
OpenStack,629,00:04:47.064,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2661371",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,1989,00:14:46.305,INFO,"10.11.21.143,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" status: 404 len: 176 time: 0.2187860",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,910,00:06:54.456,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2673008",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,1743,00:12:56.021,INFO,[instance: 127e769a-4fe6-4548-93b1-513ac51e0452] Creating image,E3,[instance: <*>] Creating image
OpenStack,1338,00:09:56.917,INFO,"10.11.21.136,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" status: 200 len: 967 time: 0.2261841",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,1687,00:12:30.981,INFO,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",E35,"image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage"
OpenStack,51,00:00:18.450,INFO,[instance: b9000564-fe1a-409b-b8cc-1e88b294cd1d] Deleting instance files /var/lib/nova/instances/b9000564-fe1a-409b-b8cc-1e88b294cd1d_del,E4,[instance: <*>] Deleting instance files <*>
OpenStack,771,00:05:47.983,INFO,"10.11.21.130,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" status: 404 len: 176 time: 0.2292249",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,1347,00:09:57.957,INFO,[instance: bf8c824d-f099-4433-a41e-e3da7578262e] Instance destroyed successfully.,E8,[instance: <*>] Instance destroyed successfully.
OpenStack,349,00:02:36.925,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2896700",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,1927,00:14:19.258,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/faf974ea-cba5-4e1b-93f4-3a3bc606006f HTTP/1.1"" status: 200 len: 1708 time: 0.1894400",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,898,00:06:45.169,INFO,[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] VM Stopped (Lifecycle Event),E23,[instance: <*>] VM Stopped (Lifecycle Event)
OpenStack,1777,00:13:15.387,INFO,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",E35,"image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage"
OpenStack,1759,00:13:07.682,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2522879",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,1328,00:09:51.429,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2584429",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,1995,00:14:47.215,INFO,"10.11.21.143,10.11.10.1 ""GET /latest/meta-data/block-device-mapping/root HTTP/1.1"" status: 200 len: 124 time: 0.0009151",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,859,00:06:29.185,INFO,"10.11.21.131,10.11.10.1 ""GET /openstack/2013-10-17 HTTP/1.1"" status: 200 len: 157 time: 0.2318211",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,1790,00:13:17.448,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2577119",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,1900,00:14:05.776,INFO,[instance: c62f4f25-982c-4ea2-b5e4-93000edfcfbf] Instance destroyed successfully.,E8,[instance: <*>] Instance destroyed successfully.
OpenStack,1678,00:12:27.779,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2466712",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,346,00:02:35.348,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/95960536-049b-41f6-9049-05fc479b6a7c HTTP/1.1"" status: 200 len: 1708 time: 0.1721809",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,938,00:07:04.064,INFO,[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] During sync_power_state the instance has a pending task (spawning). Skip.,E7,[instance: <*>] During sync_power_state the instance has a pending task (spawning). Skip.
OpenStack,1650,00:12:15.050,INFO,"[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] vcpu limit not specified, defaulting to unlimited",E19,"[instance: <*>] vcpu limit not specified, defaulting to unlimited"
OpenStack,1427,00:10:37.568,INFO,"10.11.21.137,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.2337520",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,570,00:04:18.473,INFO,[instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Instance spawned successfully.,E9,[instance: <*>] Instance spawned successfully.
OpenStack,1696,00:12:34.936,INFO,[instance: d6b7bd36-2943-4363-9235-fffdd89ea40e] Instance spawned successfully.,E9,[instance: <*>] Instance spawned successfully.
OpenStack,983,00:07:15.582,INFO,Removable base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E36,Removable base files: <*>
OpenStack,633,00:04:50.198,INFO,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,E34,image <*> at (<*>): checking
OpenStack,1192,00:09:00.178,INFO,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,E34,image <*> at (<*>): checking
OpenStack,1655,00:12:16.614,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2800210",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,1435,00:10:38.172,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1916 time: 0.2693460",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,582,00:04:25.372,INFO,"10.11.21.128,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.2238111",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,496,00:03:44.031,INFO,[instance: 7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5] Terminating instance,E11,[instance: <*>] Terminating instance
OpenStack,514,00:03:57.214,INFO,"10.11.10.1 ""POST /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1"" status: 202 len: 733 time: 0.5000288",E26,"<*> ""POST <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,1702,00:12:35.135,INFO,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",E35,"image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage"
OpenStack,1274,00:09:29.313,INFO,[instance: bf8c824d-f099-4433-a41e-e3da7578262e] Claim successful,E2,[instance: <*>] Claim successful
OpenStack,760,00:05:41.352,INFO,[instance: 43204226-2f87-4da7-b7ee-4d20cc66e846] VM Resumed (Lifecycle Event),E21,[instance: <*>] VM Resumed (Lifecycle Event)
OpenStack,412,00:03:03.750,INFO,[instance: 95960536-049b-41f6-9049-05fc479b6a7c] Instance destroyed successfully.,E8,[instance: <*>] Instance destroyed successfully.
OpenStack,464,00:03:30.357,INFO,Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E27,Active base files: <*>
OpenStack,1026,00:07:40.314,INFO,Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E27,Active base files: <*>
OpenStack,644,00:04:53.807,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2719719",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,613,00:04:39.303,INFO,"[instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] disk limit not specified, defaulting to unlimited",E6,"[instance: <*>] disk limit not specified, defaulting to unlimited"
OpenStack,298,00:02:14.362,INFO,[instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] Took 20.47 seconds to spawn the instance on the hypervisor.,E15,[instance: <*>] Took <*>.<*> seconds to spawn the instance on the hypervisor.
OpenStack,1662,00:12:21.356,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2681561",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,1957,00:14:33.392,INFO,[instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] During sync_power_state the instance has a pending task (spawning). Skip.,E7,[instance: <*>] During sync_power_state the instance has a pending task (spawning). Skip.
OpenStack,203,00:01:32.073,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2577350",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,213,00:01:33.618,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2505140",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,96,00:00:45.249,INFO,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,E34,image <*> at (<*>): checking
OpenStack,208,00:01:32.992,INFO,[instance: b562ef10-ba2d-48ae-bf4a-18666cba4a51] Took 19.37 seconds to spawn the instance on the hypervisor.,E15,[instance: <*>] Took <*>.<*> seconds to spawn the instance on the hypervisor.
OpenStack,1111,00:08:20.238,INFO,[instance: 17288ea8-cbf4-4f0e-94fe-853fd2735f29] VM Started (Lifecycle Event),E22,[instance: <*>] VM Started (Lifecycle Event)
OpenStack,655,00:04:59.397,INFO,The instance sync for host 'cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us' did not match. Re-created its InstanceList.,E40,The instance sync for host '<*>' did not match. Re-created its InstanceList.
OpenStack,1817,00:13:25.621,INFO,Removable base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E36,Removable base files: <*>
OpenStack,931,00:07:03.568,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2857480",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,706,00:05:17.558,INFO,Compute_service record updated for cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us:cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us,E30,Compute_service record updated for <*>
OpenStack,899,00:06:46.407,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2582810",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,531,00:04:00.910,INFO,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2635262",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,1517,00:11:19.786,INFO,"10.11.21.138,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" status: 200 len: 967 time: 0.2451930",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,1150,00:08:34.853,INFO,[instance: 17288ea8-cbf4-4f0e-94fe-853fd2735f29] Took 1.00 seconds to destroy the instance on the hypervisor.,E14,[instance: <*>] Took <*>.<*> seconds to destroy the instance on the hypervisor.
OpenStack,382,00:02:55.621,INFO,Creating event network-vif-plugged:1cf11429-1563-4f6c-823c-91ba6e0f6675 for instance 95960536-049b-41f6-9049-05fc479b6a7c,E31,Creating event network-vif-plugged:<*>-<*>-<*>-<*>-<*> for instance <*>
OpenStack,1594,00:11:53.591,INFO,[instance: d96a117b-0193-4549-bdcc-63b917273d1d] During sync_power_state the instance has a pending task (spawning). Skip.,E7,[instance: <*>] During sync_power_state the instance has a pending task (spawning). Skip.
OpenStack,801,00:06:01.647,INFO,[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Claim successful,E2,[instance: <*>] Claim successful
OpenStack,1998,00:14:47.652,INFO,"10.11.21.143,10.11.10.1 ""GET /latest/meta-data/placement/ HTTP/1.1"" status: 200 len: 134 time: 0.4259689",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
OpenStack,851,00:06:22.690,INFO,[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] VM Resumed (Lifecycle Event),E21,[instance: <*>] VM Resumed (Lifecycle Event)
OpenStack,310,00:02:20.366,INFO,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,E34,image <*> at (<*>): checking
OpenStack,1823,00:13:30.650,INFO,Removable base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E36,Removable base files: <*>
OpenStack,1522,00:11:20.629,INFO,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,E34,image <*> at (<*>): checking
Spark,1734,20:11:10,INFO,Got assigned task 1301,E11,Got assigned task <*>
Spark,1431,20:11:08,INFO,Got assigned task 1242,E11,Got assigned task <*>
Spark,1145,20:11:07,INFO,"Times: total = 42, boot = 23, init = 19, finish = 0",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
Spark,379,20:10:54,INFO,"Times: total = 42, boot = -67, init = 108, finish = 1",E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
Spark,1065,20:10:58,INFO,Started reading broadcast variable 34,E29,Started reading broadcast variable <*>
Spark,607,20:10:55,INFO,Found block rdd_21_1 locally,E10,Found block rdd_<*> locally
Spark,1584,20:11:09,INFO,Running task 32.0 in stage 27.0 (TID 1272),E24,Running task <*> in stage <*> (TID <*>)
Spark,233,20:10:53,INFO,Running task 3.0 in stage 5.0 (TID 238),E24,Running task <*> in stage <*> (TID <*>)
Spark,166,20:10:53,INFO,"Partition rdd_6_4 not found, computing it",E19,"Partition rdd_<*> not found, computing it"
Spark,465,20:10:54,INFO,Got assigned task 518,E11,Got assigned task <*>
Spark,1845,20:11:10,INFO,Started reading broadcast variable 40,E29,Started reading broadcast variable <*>
Spark,1331,20:11:08,INFO,"Block rdd_42_27 stored as bytes in memory (estimated size 790.0 B, free 826.8 KB)",E2,"Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
Spark,1589,20:11:09,INFO,Found block rdd_42_33 locally,E10,Found block rdd_<*> locally
Spark,1366,20:11:08,INFO,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:240636+7292,E12,Input split: hdfs://<*>
